L	1	Ur karr nevez am eus prenet.
M	1	KEMM_DRE_C_HWEZHADENNIN_AR	1	3	7	Other	Goude ar ger-mell «Ur» e tlefe bezañ ur c’hemmadur dre c’hwezhadenniñ en anv «karr».	c’harr
L	2	Ar kadorioù
M	2	KEMM_DRE_C_HWEZHADENNIN_AR	1	3	11	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre c’hwezhadenniñ en anv «kadorioù».	c’hadorioù
L	3	Ur kg.
L	4	Ar kador a zo war an daol.
M	4	KEMM_DRE_VLOTAAT_AR	1	3	8	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «kador».	gador
L	5	Ar kelennerien
M	5	KEMM_DRE_VLOTAAT_AR	1	3	14	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «kelennerien».	gelennerien
L	6	Er kambr emañ.
M	6	KEMM_DRE_VLOTAAT_AR	1	3	8	Other	Goude ar ger-mell «Er» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «kambr».	gambr
L	7	Ur paner bras eo.
M	7	KEMM_DRE_VLOTAAT_AR	2	3	8	Other	Goude ar ger-mell «Ur» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «paner».	baner
M	7	KEMM_N_J	2	9	13	Other	Ur c’hemmadur dre vlotaat a zlefe bezañ en anv-gwan «bras» goude un anv benel unan pe un anv tud gourel lies.	
L	8	Ur plac’h koant eo.
L	9	Ar pesketaerien
M	9	KEMM_DRE_VLOTAAT_AR	2	3	15	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «pesketaerien».	besketaerien
L	10	Ar psikologourien
L	11	Debret em eus un tartezenn.
M	11	KEMM_DRE_VLOTAAT_AR	3	17	26	Other	Goude ar ger-mell «un» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «tartezenn».	dartezenn
L	12	Klevet em eus un taol fuzuilh.
L	13	An touristed
M	13	KEMM_DRE_VLOTAAT_AR	3	3	12	Other	Goude ar ger-mell «An» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «touristed».	douristed
L	14	Sell ouzh ar godell.
M	14	KEMM_DRE_VLOTAAT_AR	4	13	19	Other	Goude ar ger-mell «ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «godell».	c’hodell
L	15	Ur grampouezhenn am bo.
L	16	Kanet o deus ur gavotenn.
L	17	Ar gouiziegezh
M	17	KEMM_DRE_VLOTAAT_AR	5	3	14	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «gouiziegezh».	ouiziegezh
L	18	Ar gouent
L	19	Ar gouerien
L	20	Kemerit ar gwerenn.
M	20	KEMM_DRE_VLOTAAT_AR	6	11	18	Other	Goude ar ger-mell «ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «gwerenn».	werenn
L	21	Ar gwerzherien
M	21	KEMM_DRE_VLOTAAT_AR	6	3	14	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «gwerzherien».	werzherien
L	22	Ar gwastell-mañ
M	22	KEMM_DRE_VLOTAAT_AR	6	3	15	Other	Goude ar ger-mell «Ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «gwastell-mañ».	wastell-mañ
L	23	AR GWASTELL-MAÑ
M	23	KEMM_DRE_VLOTAAT_AR	6	3	15	Other	Goude ar ger-mell «AR» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «GWASTELL-MAÑ».	WASTELL-MAÑ
L	24	Pelec’h emañ ar bag?
M	24	KEMM_DRE_VLOTAAT_AR	7	16	19	Other	Goude ar ger-mell «ar» e tlefe bezañ ur c’hemmadur dre vlotaat en anv «bag».	vag
L	25	Pelec’h emañ ar voutailh?
L	26	Pelec’h emañ ar baner?
L	27	Ar beleien
