L	1	: To jest zdanie.
M	1	ZNAK_INTERPUNKCYJNY_NA_POCZATKU_ZDANIA	1	0	4	Other	Znaków interpunkcyjnych nie stawia się na początku zdania.	
L	2	To jest zdanie.
L	3	Kupiłem wino, chciałem też pić wodę.
L	4	Kupiłem wino chciałem też pić wodę.
M	4	ZDANIA_ZLOZONE	1	0	35	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („Kupiłem”) a drugim („chciałem”).	
L	5	Pokład szorowano by nie zostały ślady krwi.
M	5	ZDANIA_ZLOZONE	1	7	43	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („szorowano”) a drugim („zostały”).	
L	6	Praktycznie jedynym językiem, którym dobrze władał był niemiecki.
M	6	ZDANIA_ZLOZONE	1	44	65	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („władał”) a drugim („był”).	
L	7	Rozstanie się bywa trudne.
L	8	Wyjechał z kraju, to znaczy zerwał wszystkie stosunki z rodziną.
L	9	Chociaż kupiłem wino, chciałem też pić wodę.
L	10	Marek będzie pomagał Jurkowi odrabiać lekcje za Romana.
L	11	Tak to bywa... ludzie się zmieniają.
L	12	To jest jedna osoba.
L	13	Zzuwszy buty Marek zatruł atmosferę na sali.
M	13	ZDANIA_ZLOZONE	1	0	44	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („Zzuwszy”) a drugim („zatruł”).	
L	14	Chociaż kupiłem wino chciałem też pić wodę.
M	14	ZDANIA_ZLOZONE	1	8	43	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („kupiłem”) a drugim („chciałem”).	
L	15	Od wieków najwyższy arcykapłan zwykł był witać lud pozdrowieniem.
L	16	Jurek wygląda wypisz wymaluj jak babcia.
L	17	I byłby tego niezawodnie dokonał, pewno bardzo pięknie.
L	18	Zwykł był chadzać do parku.
L	19	Dosiadł już był dzielnego rumaka Rosynanta.
L	20	Wynalazł był znakomite miejsce.
L	21	Rozjuszony Don Kichot pewno by mu był nie darował.
L	22	Każdy inny, prócz naszego bohatera, byłby się był przeląkł.
L	23	Ponieważ powiedziałeś, że gdybyś był słuchał rad moich, uniknąłbyś tego wypadku...
L	24	Gdyż zaledwie wylądowałam w Osunie, zaraz doszły mnie o nim cuda i dziwy.
M	24	ZWROTNE_BEZ_SIE	1	28	34	Other	W tym zdaniu występuje czasownik zwrotny, a brakuje wyrazu „się”; powinno być: <suggestion>Osunie się</suggestion> lub <suggestion>się Osunie</suggestion>.	Osunie się|Się Osunie
L	25	Marek może być marszałkiem pozostając w partii opozycyjnej.
M	25	ZDANIA_ZLOZONE	1	6	59	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („może”) a drugim („pozostając”).	
L	26	Marek pozostając w partii opozycyjnej może być marszałkiem.
M	26	ZDANIA_ZLOZONE	1	6	59	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („pozostając”) a drugim („może”).	
L	27	Marek pomoże Romanowi przecież miał kupić łososia.
M	27	ZDANIA_ZLOZONE	1	6	50	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („pomoże”) a drugim („miał”).	
L	28	Marek miał szukać okularów a Jurek pomoże Romanowi odrabiać lekcje.
M	28	ZDANIA_ZLOZONE	1	6	67	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („miał”) a drugim („pomoże”).	
L	29	Poszedł do łóżka od razu jak znalazł się w domu.
M	29	ZDANIA_ZLOZONE	1	0	48	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („Poszedł”) a drugim („znalazł”).	
L	30	Dla Stefki zaś było jak znalazł, żeby wyrwać się z tej dziury.
L	31	Jeżeli w węglowodorze występuje wiązanie podwójne i potrójne to ważniejsze przy nazewnictwie jest podwójne.
M	31	ZDANIA_ZLOZONE	1	22	107	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („występuje”) a drugim („jest”).	
L	32	Jeżeli do danego atomu węgla są przyłączone dwa lub więcej podstawników to przypisujemy im tę samą cyfrę.
M	32	DWA_LUB_WIECEJ	14	44	58	Other	Konstrukcji tego typu nie da się użyć tak, aby nie budziła zastrzeżeń. Lepiej: <suggestion>co najmniej dwa</suggestion>. UWAGA: reszta zdania może wymagać dostosowania przypadków.	co najmniej dwa
L	33	Proces asymilacji został w pełni zakończony i Japonia jest krajem monoetnicznym.
L	34	Według jednego z nich Afrodyta nie miała rodziców i pewnego dnia wyłoniła się z piany morskiej w pobliżu Cypru.
L	35	Tym, co spostrzegamy (wzrokowo, słuchowo itd.) są cechy przedmiotu.
M	35	ZDANIA_ZLOZONE	1	8	67	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („spostrzegamy”) a drugim („są”).	
L	36	Początkowo działała pod nazwą American Engineering Standards Committee (AESC), w 1928 roku zmieniła nazwę na American Standards Association (ASA).
M	36	MORFOLOGIK_RULE_PL_PL		51	60	Other	Wykryto prawdopodobny błąd pisowni	Standard|Standardy|Standardu|Standard s
M	36	MORFOLOGIK_RULE_PL_PL		61	70	Other	Wykryto prawdopodobny błąd pisowni	
M	36	MORFOLOGIK_RULE_PL_PL		72	76	Other	Wykryto prawdopodobny błąd pisowni	JEŚĆ|TEŚĆ|ESC|ASC|A ESC|AE SC
M	36	MORFOLOGIK_RULE_PL_PL		118	127	Other	Wykryto prawdopodobny błąd pisowni	Standard|Standardy|Standardu|Standard s
M	36	MORFOLOGIK_RULE_PL_PL		128	139	Other	Wykryto prawdopodobny błąd pisowni	
L	37	Jotę zapisujemy zaś obok, ale nie wymawiamy (nazywając ją wtedy iota adscriptum, tj. Αι, Ηι, Ωι).
M	37	MORFOLOGIK_RULE_PL_PL		64	68	Other	Wykryto prawdopodobny błąd pisowni	jota|jotą|kota|jola|nota|Kota|miota|joga|jotę|lota|notą|rota|wota|Iowa|Pota|bota|ciota|fota|jolą|joty|Lota|Rota|ita|jeta|jogą|jot|juta|mota|vota|Gota|IATA|ciotą|Iata|Ota|Rotą|Wota|ista|jotka|rotą|gota|jutą|Sota|biota|fotą|Gotą|Iatą|Iową|Wotą|biotą|ilota|ilotą|istą|joja|joto|jęta|jętą|kotą|miotą|IoT
M	37	MORFOLOGIK_RULE_PL_PL		69	79	Other	Wykryto prawdopodobny błąd pisowni	
L	38	Anna z Janem wzięli ślub i Anna zaszła w ciążę.
L	39	Egzystują w nim różne grupy interesów — od klasowych począwszy, na klikowych skończywszy — to zaś stwarza kłopoty.
L	40	Sam jej właściciel, jak odniosłem wrażenie, wydawał się nieco bledszy i poważniejszy niż zazwyczaj go widywałem.
M	40	ZDANIA_ZLOZONE	1	44	112	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („wydawał”) a drugim („widywałem”).	
L	41	Romuald odpowiedział z ważną i tajemniczą miną zwielokrotniając głoskę.
M	41	ZDANIA_ZLOZONE	1	8	71	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („odpowiedział”) a drugim („zwielokrotniając”).	
L	42	Kali przypomniał sobie poniewczasie, że mając myśl zatroskaną i zajętą czym innym zapomniał kazać związać czarowników.
M	42	ZDANIA_ZLOZONE	1	40	118	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („mając”) a drugim („zapomniał”).	
L	43	Fatma ucałowawszy ręce obu inżynierów i dzieci wyszła, błogosławiąc szczególniej Nel.
M	43	MORFOLOGIK_RULE_PL_PL		0	5	Other	Wykryto prawdopodobny błąd pisowni	Matma|Fama|Farma|Fatima|Fata|Farmą|Matmą|FAMA|Fatwa|Famą|Fatwą|Atma|Atmą|Fatimą|Fatra|Fatrą|Fat ma
M	43	ZDANIA_ZLOZONE	1	6	54	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („ucałowawszy”) a drugim („wyszła”).	
L	44	Potężny zwierz ujrzawszy jeźdźców i konie podniósł się na przednie łapy i począł na nich patrzeć.
M	44	BRAK_PRZECINKA_PRZED_IMIESLOWEM_PRZYSLOWKOWYM	1	8	24	Other	Prawdopodobnie brak przecinka: <suggestion>zwierz, ujrzawszy</suggestion>.	zwierz, ujrzawszy
L	45	Nastąpiło głosowanie i Wilczur został wybrany.
L	46	Przyrzekł mi sekret i rzecz była ukryta, aż póki się moje suknie nie rozpadły.
L	47	Tymczasem Szmul przestał się modlić i zdjąwszy śmiertelną koszulę i cycełe poszedł je schować do alkierza.
M	47	MORFOLOGIK_RULE_PL_PL		68	74	Other	Wykryto prawdopodobny błąd pisowni	
L	48	Nie należy do tych, co obnażając nasze błędy i wady sądzą, że już wszystko zdziałali.
M	48	ZDANIA_ZLOZONE	1	23	58	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („obnażając”) a drugim („sądzą”).	
L	49	Apostoł zaś broniąc się od podzięki i czci rzekł:
M	49	ZDANIA_ZLOZONE	1	12	49	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („broniąc”) a drugim („rzekł”).	
L	50	Kazał mu jechać za sobą, ten zaś poznawszy trybuna i augustianina nie śmiał się rozkazowi sprzeciwić.
M	50	ZDANIA_ZLOZONE	1	33	101	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („poznawszy”) a drugim („śmiał”).	
L	51	Wydało mu się, że zalecając czystość i walkę z żądzami starzec śmie tym samym nie tylko potępiać jego miłość, ale zraża Ligię do niego.
M	51	ZDANIA_ZLOZONE	1	18	109	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („zalecając”) a drugim („śmie”).	
L	52	Na trzeci dzień Fabrycy był w Parmie, gdzie ubawił hrabiego i księżnę opowiadając im z najdrobniejszymi szczegółami, jak czynił zawsze, historię swej podróży.
M	52	ZDANIA_ZLOZONE	1	44	116	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („ubawił”) a drugim („opowiadając”).	
L	53	Stanisław podsunął mu cygaro i sam podawał ogień.
L	54	Trupia bladość pokryła mu twarz i ciało poczęło tężeć.
L	55	Muszę tam czekać śmierci, gdyż jestem stary i nerwy moje są chore.
L	56	— Dobrześ ułożyła dziś fałdy i rad jestem z ciebie, Eunice.
M	56	MORFOLOGIK_RULE_PL_PL		2	9	Other	Wykryto prawdopodobny błąd pisowni	Dobrze|Dobrzeń|Dobrzej|Dobrzec|Dobrzeć|Dobrze ś
L	57	Rząd jednak nie zdecydował się na tę zmianę i państwo nadal zachowuje militarną neutralność.
L	58	Tymczasem, kiedy odwiedziliśmy Państwowe Gospodarstwo Rolne tego regionu żniwa trwały już dziesięć dni, a nie był to nawet półmetek.
M	58	ZDANIA_ZLOZONE	1	17	103	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („odwiedziliśmy”) a drugim („trwały”).	
L	59	Obiecywał, że to już jutro zwycięży, a te jutra tworzyły długie miesiące i zwycięstwa nie było.
L	60	Jak wykazała autopsja jego obiektywnego ciała przyczyną śmierci była poważna infekcja dróg oddechowych.
M	60	ZDANIA_ZLOZONE	1	4	103	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („wykazała”) a drugim („była”).	
L	61	Starał się jak mógł.
L	62	Rzekłszy to, spiął Rosynanta i błyskawicy lotem zjechał z pagórka na dolinę.
L	63	— Mości kawalerze — odparł Don Kichot — mamże ja minę gospodarza?
L	64	Czyliż skaleczono ci nogę, złamano żebro lub głowę rozbito?
L	65	Jednakże niechaj się nie boi.
L	66	Ale panowie Miller i Szulc mieli fizjognomie jaśniejące nadzieją.
M	66	BOWIEM_ZAS	1	0	3	Hint	Ten wyraz nie powinien występować na początku zdania.	
L	67	Jak bryła masła stal się między nie wślizguje.
M	67	STAL_SIĘ	1	16	24	Other	Prawdopodobna literówka. Czy chodziło o <suggestion>stał się</suggestion>?	stał się
L	68	Jakim sposobem Patna została uszkodzona, nie sposób było się dowiedzieć.
L	69	Byłbym niezawodnie zemdlał, gdyby Lopez nie był mi pośpieszył na pomoc.
L	70	Wziąłem był Adę ze sobą na tę wycieczkę.
L	71	Inaczej wprawdzie wyobrażałem sobie był niegdyś małżeństwo „jednego z nas” z Martą.
L	72	Nie sposób było w takiej ciasnocie zachować wszystkie przepisy przyzwoitego urządzenia domu.
L	73	— Właśnie przejechał; pędził jak gdyby go diabli ścigali.
M	73	ZDANIA_ZLOZONE	1	22	57	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („pędził”) a drugim („ścigali”).	
L	74	Rzeka Loara opływała klasztor od strony północy.
L	75	Natomiast nie podoba mu się sposób, w jaki zepchnięto jego stację.
L	76	Nie jest tajemnicą, że Fidel w taki właśnie sposób się ich pozbywa.
L	77	Zarzuca mu się sposób zachowania charakterystyczny dla pokerzysty.
L	78	Mają być one gotowe do 2003 roku.
L	79	A jednak łatwo wyobrażamy sobie istoty ludzkie jako świadome, nawet jeśli nadal nie potrafimy wyobrazić sobie jak może się to dziać.
M	79	ZDANIA_ZLOZONE	1	84	132	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („potrafimy”) a drugim („może”).	
L	80	Nie jest to może ostrość paląca.
L	81	Jestem trochę obolały.
L	82	Zdanie człowieka, który powinien szorować gary nie liczy się w naszej organizacji.
M	82	ZDANIA_ZLOZONE	2	24	82	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („powinien”) a drugim („liczy”).	
L	83	Co z tego, że powinien, nic nie zrobił!
L	84	Bank powinien był już wtedy interweniować.
L	85	Zdanie człowieka, który powinien był szorować gary nie liczy się w naszej organizacji.
M	85	ZDANIA_ZLOZONE	2	24	86	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („powinien”) a drugim („liczy”).	
L	86	Bank powinien był już wtedy interweniować.
L	87	Chociaż wiedzieć to powinien było mu to obojętne.
M	87	ZDANIA_ZLOZONE	2	20	49	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („powinien”) a drugim („było”).	
L	88	Więcej, jak ostro, bo Horn gotów był się rzucić na Bucholca.
L	89	Trzeba kupić wino, można narwać owoców w ogrodzie.
L	90	Trzeba było kupić wino, można było narwać owoców w ogrodzie.
L	91	Trzeba byłoby kupić wino, można byłoby narwać owoców w ogrodzie.
L	92	Było trzeba kupić wino, było można narwać owoców w ogrodzie.
L	93	Trzeba kupić wino można narwać owoców w ogrodzie.
M	93	ZDANIA_ZLOZONE	3	0	49	Other	W tym zdaniu złożonym brakuje przecinka lub spójnika między jednym czasownikiem („Trzeba”) a drugim („można”).	
L	94	— Mój przyjacielu — odparł — ty widać nie wiesz, co to rozrywka na tym świecie.
L	95	Nie można się było wahać.
L	96	Można by było pomyśleć, że zdrzemnęli się.
M	96	SIE_SENT_END	1	38	41	Hint	Zaimek „się” nie powinien znajdować się na końcu zdania.	
L	97	Tymczasem wiadomo jest nie tylko w Górnym i Dolnym Egipcie, ale u Hetytów...
L	98	Trzeba tu było ciągle myśleć o drugich.
L	99	Trzeba bowiem było wyjść po schodkach.
L	100	Wiadomo ci jest, że Skyresh Bolgolam jada robaki?
M	100	MORFOLOGIK_RULE_PL_PL		20	27	Other	Wykryto prawdopodobny błąd pisowni	
